Наименование;Цена;Наличие
Ноутбуки;;
HP ProBook 4515s NX476EA A64X2-QL-66 2,2 ГГц / 15.6'' WXGA / 2048Mb / 250Gb / Radeon 3200-v256Mb / DVD-RWx2 / WiFi / DOS;18990 руб.;остатки
HP ProBook 4515s NX483EA TurX2-RM-76 2,3 ГГц / 15.6'' WXGA / 3072Mb / 320Gb / Radeon 3200-v256Mb / DVD-RW / WiFi / VHB;25690 руб.;есть
HP ProBook 4515s NX482EA TurX2-RM-76 2,3 ГГц / 15.6'' WXGA / 4096Mb / 500Gb / ATI Mobility™ Radeon® HD 4330-v256Mb / DVD-RW / WiFi / DOS;26750 руб.;есть
HP Pavilion dv6-1211er VF383EA TurX2-RM-74 2,2 ГГц / 15.6'' WXGA / 4096Mb / 500Gb / ATI Mobility™ Radeon® HD 4530-v512Mb / DVD-RWx2 / WiFi / VHB;27830 руб.;предзаказ
HP Pavilion dv5-1221er NG239EA TurX2-RM-74 2,2 ГГц / 15.4'' WXGA / 2048Mb / 160Gb / Radeon 3450-v512Mb / DVD-RWx2 / WiFi / VHP;28720 руб.;предзаказ
HP Compaq 610 NX553EA C2D-T5870 2,0 ГГц / 15.6'' WXGA / 2048Mb / 320Gb / Intel GMA X3100-v384Mb / DVD-RWx2 / WiFi / VB;28680 руб.;предзаказ
HP Compaq 610 VC171EA Cel ULV-M560 2,1 ГГц / 15.6'' WXGA / 2048Mb / 160Gb / Intel GMA X3100-v384Mb / DVD-RWx2 / WiFi / VB;18620 руб.;есть
HP Compaq 610 VC172EA C2D-T5870 2,0 ГГц / 15.6'' WXGA / 3072Mb / 320Gb / Intel GMA X3100-v384Mb / DVD-RWx2 / WiFi / DOS;23010 руб.;есть
HP Compaq 610 NX549EA C2D-T5870 2,0 ГГц / 15.6'' WXGA / 1024Mb / 160Gb / Intel GMA X3100-v384Mb / DVD-RWx2 / WiFi / DOS;22030 руб.;предзаказ
HP Compaq 610 NX552EA C2D-T5870 2,0 ГГц / 15.6'' WXGA / 2048Mb / 320Gb / Intel GMA X3100-v384Mb / DVD-RWx2 / WiFi / VHB;23060 руб.;есть
HP Compaq 610 NX550EA C2D-T5870 2,0 ГГц / 15.6'' WXGA / 2048Mb / 320Gb / Intel GMA X3100-v384Mb / DVD-RWx2 / WiFi / DOS;20180 руб.;есть
HP Compaq 610 NX540EA Cel ULV-M560 2,13 ГГц / 15.6'' WXGA / 2048Mb / 160Gb / Intel GMA X3100-v384Mb / DVD-RWx2 / WiFi / VHB;19420 руб.;есть
HP Compaq 610 NX537EA Cel ULV-M560 2,13 ГГц / 15.6'' WXGA / 1024Mb / 160Gb / Intel GMA X3100-v384Mb / DVD-RWx2 / WiFi / DOS;16490 руб.;есть
HP Compaq Presario cq60-106er FY403EA P-M-T3200 2,0 ГГц / 15.6'' WXGA / 2048Mb / 160Gb / Intel GMA X4500MHD-v128Mb / DVD-RWx2 / WiFi / VHB;30220 руб.;остатки
HP Compaq Presario cq60-200er FW786EA Semp-SI-42 2,1 ГГц / 15.6'' WXGA / 2048Mb / 160Gb / GeForce 8200M-v128Mb / DVD-RWx2 / WiFi / VHB;21950 руб.;остатки
HP Pavilion dv5-1255er NG274EA P-M-T4200 2,0 ГГц / 15.4'' WXGA / 2048Mb / 160Gb / GeForce 9200M-v512Mb / DVD-RWx2 / WiFi / VHP;32460 руб.;предзаказ
HP Pavilion dv7-1169er FV085EA C2D-P7350 2,0 ГГц / 17.0'' WXGA+ / 3072Mb / 320Gb / GeForce 9600M GT-v512Mb / DVD-RWx2 / WiFi / VHP;39810 руб.;остатки
HP Compaq 6730s NA743ES P-M-T3400 2,16 ГГц / 15.4'' WXGA / 2048Mb / 250Gb / Radeon 3200-v128Mb / DVD-RWx2 / WiFi / VHB;23910 руб.;предзаказ
HP Compaq 6730s KU358EA C2D(SR)-T5870 2,0 ГГц / 15.4'' WXGA / 2048Mb / 250Gb / Intel GMA X4500HD-v128Mb / DVD-RWx2 / WiFi / VB;26630 руб.;остатки
HP Compaq 6730s KU350EA C2D(SR)-T5670 1,8 ГГц / 15.4'' WXGA / 1024Mb / 120Gb / Intel GMA X4500HD-v128Mb / DVD-RWx2 / WiFi / DOS;19750 руб.;есть
HP Compaq 6730s NA831EA Cel Duo-T1600 1,66 ГГц / 15.4'' WXGA / 2048Mb / 250Gb / Intel GMA X4500MHD-v128Mb / DVD-RWx2 / WiFi / VB;24590 руб.;остатки
HP Compaq 6730s NA828EA Cel Duo-T1600 1,66 ГГц / 15.4'' WXGA / 1024Mb / 120Gb / Intel GMA X4500-v128Mb / DVD-RWx2 / WiFi / VHB;21400 руб.;остатки
HP Compaq 6730s NN338ES P-M-T4200 2,0 ГГц / 15.4'' WXGA / 3072Mb / 320Gb / ATI Mobility™ Radeon® HD 3410-v256Mb / DVD-RWx2 / WiFi / VHB;29410 руб.;остатки
HP Compaq 6730s NA780ES P-M-T3400 2,16 ГГц / 15.4'' WXGA / 2048Mb / 250Gb / Radeon 3200-v128Mb / DVD-RWx2 / WiFi / DOS;26530 руб.;остатки
HP Compaq 6730s KU357EA C2D(SR)-T5870 2,0 ГГц / 15.4'' WXGA / 2048Mb / 160Gb / Intel GMA X4500HD-v128Mb / DVD-RWx2 / WiFi / VB;24700 руб.;есть
HP Compaq 6730s KU353EA C2D(SR)-T5670 1,8 ГГц / 15.4'' WXGA / 2048Mb / 160Gb / Intel GMA X4500HD-v128Mb / DVD-RWx2 / WiFi / VHP;30070 руб.;предзаказ
HP Compaq 6730s FU318EA C2D(SR)-P7350 2,0 ГГц / 15.4'' WXGA / 2048Mb / 250Gb / Radeon 3-v128Mb / DVD-RWx2 / WiFi / VHB;25290 руб.;остатки
HP Compaq 6730s KU355EA C2D(SR)-T5870 2,0 ГГц / 15.4'' WXGA / 2048Mb / 160Gb / Intel GMA X4500HD-v128Mb / DVD-RWx2 / WiFi / VHB;25040 руб.;предзаказ
HP Compaq 6730s NA744ES P-M-T3400 2,16 ГГц / 15.4'' WXGA / 3072Mb / 320Gb / ATI Mobility™ Radeon® HD 3410-v256Mb / DVD-RWx2 / WiFi / VHB;40820 руб.;остатки
HP Compaq 6730s FU320EA C2D(SR)-P7370 2,0 ГГц / 15.4'' WXGA / 3072Mb / 250Gb / Radeon 3430-v128Mb / DVD-RWx2 / WiFi / VHP;34790 руб.;есть
HP Compaq 6730s NA833EA C2D-T6570 2,1 ГГц / 15.4'' WXGA / 3072Mb / 320Gb / ATI Mobility™ Radeon® HD 3410-v256Mb / DVD-RWx2 / WiFi / VHP;44580 руб.;остатки
HP Compaq 6730s NA844EA C2D-T6570 2,1 ГГц / 15.4'' WXGA / 2048Mb / 160Gb / Intel GMA X4500MHD-v128Mb / DVD-RWx2 / WiFi / VHB;40830 руб.;остатки
HP Compaq 6730s NN331ES P-M-T4200 2,0 ГГц / 15.4'' WXGA / 2048Mb / 250Gb / Intel GMA X4500MHD-v128Mb / DVD-RWx2 / WiFi / DOS;20270 руб.;предзаказ
HP Compaq 6730s NA829EA Cel Duo-T1600 1,66 ГГц / 15.4'' WXGA / 2048Mb / 160Gb / Intel GMA X4500MHD-v128Mb / DVD-RWx2 / WiFi / VHB;20110 руб.;есть
HP Compaq 6730s NN335ES P-M-T4200 2,0 ГГц / 15.4'' WXGA / 2048Mb / 250Gb / ATI Mobility™ Radeon® HD 3410-v256Mb / DVD-RWx2 / WiFi / DOS;26510 руб.;остатки
HP Compaq 6730s NN332ES P-M-T4200 2,0 ГГц / 15.4'' WXGA / 3072Mb / 320Gb / Intel GMA X4500-v128Mb / DVD-RWx2 / WiFi / DOS;26330 руб.;остатки
HP Compaq 6730s NA835EA C2D-T6570 2,1 ГГц / 15.4'' WXGA / 2048Mb / 250Gb / Radeon 3430-v256Mb / DVD-RWx2 / WiFi / VB;37270 руб.;остатки
HP Compaq 6730s NA827EA Cel Duo-T1600 1,66 ГГц / 15.4'' WXGA / 1024Mb / 160Gb / Intel GMA X4500-v128Mb / DVD-RWx2 / WiFi / DOS;17330 руб.;остатки
HP Compaq 6730s KU359EA C2D(SR)-T5870 2,0 ГГц / 15.4'' WXGA / 2048Mb / 250Gb / ATI Mobility™ Radeon® HD 3410-v256Mb / DVD-RWx2 / WiFi / VHP;26560 руб.;предзаказ
HP Compaq 6730s NN334ES P-M-T4200 2,0 ГГц / 15.4'' WXGA / 3072Mb / 320Gb / Intel GMA X4500-v128Mb / DVD-RWx2 / WiFi / VHB;26160 руб.;остатки
HP Compaq 6730s KU352EA C2D(SR)-T5670 1,8 ГГц / 15.4'' WXGA / 2048Mb / 160Gb / Intel GMA X4500HD-v128Mb / DVD-RWx2 / WiFi / VHB;22680 руб.;предзаказ
HP Compaq 6730s KU354EA C2D(SR)-T5670 1,8 ГГц / 15.4'' WXGA / 2048Mb / 160Gb / Intel GMA X4500HD-v128Mb / DVD-RWx2 / WiFi / VB;27250 руб.;остатки
HP Compaq Presario cq71-210er VF421EA P-M-T4200 2,0 ГГц / 17.3'' WXGA+ / 4096Mb / 250Gb / Intel GMA X4500MHD-v358Mb / DVD-RWx2 / WiFi / VHP;24940 руб.;предзаказ
HP Pavilion dv6-1230er NZ363EA C2D-P7550 2,26 ГГц / 15.6'' WXGA / 4096Mb / 250Gb / ATI Radeon HD 4650-v1024Mb / DVD-RWx2 / WiFi / VHP;43790 руб.;предзаказ
HP Pavilion dv5-1222er NG243EA TurX2-ZM-84 2,2 ГГц / 15.4'' WXGA / 3072Mb / 250Gb / Radeon 3650-v512Mb / DVD-RWx2 / WiFi / VHP;36200 руб.;остатки
HP ProBook 4710s NX427EA C2D-P8700 2,53 ГГц / 17.3'' WXGA+ / 3072Mb / 320Gb / ATI Mobility™ Radeon® HD 4330-v512Mb / Blu-Ray Combo / WiFi / VB;50170 руб.;предзаказ
HP ProBook 4710s NX421EA C2D-T6570 2,1 ГГц / 17.3'' WXGA+ / 3072Mb / 320Gb / ATI Mobility™ Radeon® HD 4330-v512Mb / DVD-RWx2 / WiFi / DOS;45320 руб.;остатки
HP ProBook 4710s NX426EA C2D-T7370 2,0 ГГц / 17.3'' WXGA+ / 3072Mb / 320Gb / ATI Mobility™ Radeon® HD 4330-v512Mb / DVD-RWx2 / WiFi / VB;36830 руб.;предзаказ
HP ProBook 4710s NX436EA C2D-T6570 2,1 ГГц / 17.3'' WXGA+ / 2048Mb / 320Gb / ATI Mobility™ Radeon® HD 4330-v512Mb / DVD-RWx2 / WiFi / VHB;32510 руб.;остатки
HP ProBook 4710s NX425EA C2D-T6570 2,1 ГГц / 17.3'' WXGA+ / 2048Mb / 250Gb / ATI Mobility™ Radeon® HD 4330-v512Mb / DVD-RWx2 / WiFi / VB;34880 руб.;есть
HP ProBook 4710s NX630EA C2D-T5870 2,0 ГГц / 17.3'' WXGA+ / 3072Mb / 320Gb / ATI Mobility™ Radeon® HD 4330-v512Mb / DVD-RWx2 / WiFi / VHB;32650 руб.;есть
HP ProBook 4710s NX629EA C2D-T5870 2,0 ГГц / 17.3'' WXGA+ / 2048Mb / 250Gb / ATI Mobility™ Radeon® HD 4330-v512Mb / DVD-RWx2 / WiFi / DOS;28440 руб.;есть
HP ProBook 4710s NX631EA C2D-T5870 2,0 ГГц / 17.3'' WXGA+ / 4096Mb / 500Gb / ATI Mobility™ Radeon® HD 4330-v512Mb / DVD-RWx2 / WiFi / DOS;32390 руб.;предзаказ
HP Compaq Presario cq61-205er VF266EA Cel ULV-900 2,1 ГГц / 15.6'' WXGA / 2048Mb / 160Gb / Intel GMA X4500MHD-v358Mb / DVD-RWx2 / WiFi / VHB;18320 руб.;есть
HP Pavilion dv4-1210er FZ257EA C2D-T6400 2,0 ГГц / 14.1'' WXGA / 2048Mb / 160Gb / GeForce 9200M-v512Mb / DVD-RWx2 / WiFi / VHP;34260 руб.;остатки
HP Elitebook 6930p GB997EA C2D-P8600 2,4 ГГц / 14.1'' WXGA / 2048Mb / 160Gb / Intel GMA X4500HD-v128Mb / DVD-RWx2 / WiFi / VB;58590 руб.;есть
HP Elitebook 6930p NN187EA C2D-T9550 2,66 ГГц / 14.1'' WXGA+ / 4096Mb / 250Gb / Radeon 3450-v256Mb / DVD-RWx2 / WiFi / VB;58010 руб.;предзаказ
HP Elitebook 6930p FL492AW C2D-P8600 2,4 ГГц / 14.1'' WXGA / 2048Mb / 160Gb / Radeon 3450-v128Mb / DVD-RWx2 / WiFi / VB;52840 руб.;предзаказ
HP Elitebook 6930p FL488AW C2D-P8600 2,4 ГГц / 14.1'' WXGA / 2048Mb / 160Gb / Intel GMA X4500HD-v128Mb / DVD-RWx2 / WiFi / VB;46050 руб.;есть
HP Elitebook 6930p GB998EA C2D-P8600 2,4 ГГц / 14.1'' WXGA / 2048Mb / 80Gb / Radeon 3450-v128Mb / DVD-RWx2 / WiFi / VB;68460 руб.;предзаказ
HP Elitebook 6930p FL490AW C2D-T9400 2,53 ГГц / 14.1'' WXGA+ / 2048Mb / 250Gb / Intel GMA X4500HD-v128Mb / DVD-RWx2 / WiFi / VB;53590 руб.;есть
HP Elitebook 6930p GB996EA C2D-P8600 2,4 ГГц / 14.1'' WXGA / 2048Mb / 160Gb / Intel GMA X4500HD-v128Mb / DVD-RWx2 / WiFi / VB;49570 руб.;предзаказ
HP Elitebook 6930p NP909AW C2D-P8700 2,53 ГГц / 14.1'' WXGA+ / 2048Mb / 250Gb / Radeon 3450-v256Mb / DVD-RWx2 / WiFi / VB;51150 руб.;есть
HP Elitebook 6930p NP905AW C2D-P8700 2,53 ГГц / 14.1'' WXGA / 4096Mb / 160Gb / Intel GMA X4500MHD-v128Mb / DVD-RWx2 / WiFi / VB;54160 руб.;есть
HP Pavilion dv5-1168er FV652EA TurX2-RM-72 2,1 ГГц / 15.4'' WXGA / 2048Mb / 250Gb / Radeon 3450-v512Mb / DVD-RWx2 / WiFi / VHP;28920 руб.;остатки
HP Pavilion dv5-1176er FV702EA TurX2-ZM-84 2,3 ГГц / 15.4'' WXGA / 3072Mb / 320Gb / Radeon 3450-v512Mb / DVD-RWx2 / WiFi / VHP;32800 руб.;предзаказ
HP Compaq Presario cq60-102er NA006EA Cel Duo-T1600 1,66 ГГц / 15.6'' WXGA / 2048Mb / 160Gb / Intel GMA X4500MHD-v128Mb / DVD-RWx2 / WiFi / VHB;23980 руб.;остатки
HP Compaq Mini 700ER NF276EA Intel® Atom-N270 1,6 ГГц / 10.2'' WSVGA / 1024Mb / 60Gb / Intel GMA 950-v128Mb / noCDROM / WiFi / WinXP-H;17850 руб.;остатки
HP Compaq 530 KQ630AA Cel-M520 1,6 ГГц / 15.4'' WXGA / 1024Mb / 120Gb / Intel GMA 950-v224Mb / DVD-RWx2 / WiFi / VHB;18020 руб.;предзаказ
HP Compaq Presario cq61-208er VF265EA P-M-T3000 1,8 ГГц / 15.6'' WXGA / 2048Mb / 160Gb / Intel GMA X4500MHD-v358Mb / DVD-RWx2 / WiFi / VHB;19310 руб.;предзаказ
HP Compaq Presario cq60-410er VG601EA Semp-SI-42 2,1 ГГц / 15.6'' WXGA / 3072Mb / 160Gb / GeForce 8200M-v128Mb / DVD-RWx2 / WiFi / VHB;18190 руб.;есть
HP Pavilion tx2640er KM135EA TurX2-RM-72 2,1 ГГц / 12.1'' WXGA / 2048Mb / 250Gb / Radeon 3200-v128Mb / DVD-RWx2 / WiFi / VHP;29280 руб.;остатки
HP Pavilion dv5-1170er FV701EA TurX2-ZM-82 2,2 ГГц / 15.4'' WXGA / 3072Mb / 250Gb / Radeon 3450-v512Mb / DVD-RWx2 / WiFi / VHP;41400 руб.;остатки
HP Compaq 8510w KE187EA C2D(Pn)-T9500 2.6G / 15.4'' WSXGA+ / 2048Mb / 200Gb / NVIDIA Quadro® FX 570M-v256Mb / DVD-RWx2 / WiFi / VB;59890 руб.;предзаказ
HP Elitebook 2730p FU442EA C2D-SL9400 1,86 ГГц / 12.1'' WXGA / 2048Mb / 120Gb / Intel GMA X4500HD-v128Mb / noCDROM / WiFi / VB;68270 руб.;остатки
HP Elitebook 2730p FU441EA C2D-SL9400 1,86 ГГц / 12.1'' WXGA / 2048Mb / 120Gb / Intel GMA X4500HD-v128Mb / noCDROM / WiFi / VB;74980 руб.;остатки
HP Elitebook 2730p FU443EA C2D-SL9400 1,86 ГГц / 12.1'' WXGA / 2048Mb / 80Gb / Intel GMA X4500HD-v128Mb / noCDROM / WiFi / VB;84110 руб.;есть
HP Elitebook 2730p FU444EA C2D-SL9600 2,13 ГГц / 12.1'' WXGA / 2048Mb / 160Gb / Intel GMA X4500HD-v128Mb / noCDROM / WiFi / VB;74500 руб.;есть
Lenovo ThinkPad R500 NP278RT C2D-P8400 2,26 ГГц / 15.4'' WXGA / 2048Mb / 160Gb / Intel GMA X4500-v128Mb / DVD-RWx2 / WiFi / VB;28170 руб.;есть
Lenovo ThinkPad R500 NP732RT C2D-P8400 2.26G / 15.4'' WSXGA+ / 2048Mb / 160Gb / ATI Mobility™ Radeon® HD 3470-v128Mb / DVD-RWx2 / WiFi / VB;31790 руб.;предзаказ
Lenovo ThinkPad R500 NP75URT C2D-P8400 2.26G / 15.4'' WSXGA / 2048Mb / 250Gb / ATI Mobility™ Radeon® HD 3470-v128Mb / DVD-RWx2 / WiFi / VB;40850 руб.;есть
Lenovo ThinkPad R500 NP73ZRT C2D-P8600 2,4 ГГц / 15.4'' WSXGA+ / 2048Mb / 250Gb / Radeon 3470-v128Mb / DVD-RWx2 / WiFi / VB;33010 руб.;остатки
Lenovo ThinkPad R500 NP234RT C2D-P8400 2,26 ГГц / 15.4'' WXGA / 2048Mb / 160Gb / Intel GMA X4500HD-v128Mb / DVD-RWx2 / WiFi / VB;28700 руб.;предзаказ
Lenovo ThinkPad R500 NP75XRT C2D-P8600 2,4 ГГц / 15.4'' WSXGA+ / 2048Mb / 250Gb / Radeon 3470-v128Mb / DVD-RWx2 / WiFi / VB;43980 руб.;предзаказ
Lenovo ThinkPad R500 NP75VRT C2D-P8400 2,26 ГГц / 15.4'' WSXGA+ / 2048Mb / 160Gb / Radeon 3470-v128Mb / DVD-RWx2 / WiFi / VB;32440 руб.;предзаказ
Lenovo ThinkPad R500 NP75WRT C2D-P8400 2,26 ГГц / 15.4'' WXGA / 1024Mb / 160Gb / Radeon 3470-v128Mb / DVD-RWx2 / WiFi / VB;29280 руб.;есть
Lenovo ThinkPad R500 NP28LRT C2D-T6570 2,1 ГГц / 15.4'' WXGA / 2048Mb / 250Gb / Intel GMA X4500HD-v384Mb / DVD-RWx2 / WiFi / VB;24950 руб.;есть
Lenovo ThinkPad W700 NRPLZRT C2D-T9800 2,93 ГГц / 17.0'' WUXGA / 2048Mb / 320Gb / Quadro FX 2700M-v512Mb / Blu-Ray Combo / WiFi / VB;146310 руб.;есть
Lenovo IdeaPad S10e NS84WRT Intel® Atom-N270 1,6 ГГц / 10.1'' WSVGA / 1024Mb / 160Gb / Intel GMA 950-v128Mb / noCDROM / WiFi / WinXP-H (NS84WRT);14460 руб.;есть
Lenovo IdeaPad S12 White VIA Nano-U2250 1,3 ГГц / 12.1'' WXGA / 1024Mb / 160Gb / VIA Chrome 9 HC3-v64Mb / noCDROM / WiFi / WinXP-H (59021904);16830 руб.;предзаказ
Lenovo 3000 G430 2 C2D-P7350 2,0 ГГц / 14.1'' WXGA / 2048Mb / 250Gb / GeForce 9300M-v256Mb / DVD-RWx2 / WiFi / VHP (59015625);22870 руб.;предзаказ
Lenovo 3000 G430 3 C2D-T5800 2,0 ГГц / 14.1'' WXGA / 2048Mb / 250Gb / GeForce 9300M-v256Mb / DVD-RWx2 / WiFi / VHB (59016798);23650 руб.;есть
Lenovo 3000 G430 M Cel Duo-1600 1,66 ГГц / 14.1'' WXGA / 2048Mb / 160Gb / Intel GMA X4500MHD-v256Mb / DVD-RWx2 / WiFi / DOS ();18710 руб.;остатки
Lenovo 3000 G430 6KA-B Cel Duo-1600 1,66 ГГц / 14.1'' WXGA / 2048Mb / 160Gb / Intel GMA X4500MHD-v256Mb / DVD-RWx2 / WiFi / VHB (59-020930);18190 руб.;есть
Lenovo 3000 G430 1 C2D-P7350 2,0 ГГц / 14.1'' WXGA / 2048Mb / 320Gb / GeForce 9300M-v256Mb / DVD-RWx2 / WiFi / VHP ();27900 руб.;остатки
Lenovo 3000 G430 4K P-M-T3200 2,0 ГГц / 14.1'' WXGA / 2048Mb / 250Gb / GeForce 9300M-v256Mb / DVD-RWx2 / WiFi / VHP (59017121);32040 руб.;остатки
Lenovo 3000 G430 7B Cel Duo-1600 1,66 ГГц / 14.1'' WXGA / 2048Mb / 160Gb / Intel GMA X4500HD-v256Mb / DVD-RWx2 / WiFi / DOS (9-020660);15870 руб.;предзаказ
Lenovo 3000 G430 6K-B Cel Duo-1600 1,66 ГГц / 14.1'' WXGA / 2048Mb / 160Gb / Intel GMA X4500MHD-v256Mb / DVD-RWx2 / WiFi / DOS (59020660);15810 руб.;есть
Lenovo 3000 G430 4KB-A P-M-T4200 2,0 ГГц / 14.1'' WXGA / 2048Mb / 160Gb / Intel GMA X4500MHD-v358Mb / DVD-RWx2 / WiFi / VHB ();18220 руб.;есть
Lenovo IdeaPad U350 3 P-M-SU2700 1,3 ГГц / 13.3'' WXGA / 3072Mb / 320Gb / Intel GMA X4500-v256Mb / noCDROM / WiFi / VHB (59024006);23170 руб.;есть
Lenovo IdeaPad U350 4 Cel ULV-723 1,2 ГГц / 13.3'' WXGA / 2048Mb / 250Gb / Intel GMA X4500-v256Mb / noCDROM / WiFi / VHB (59024007);20000 руб.;есть
Lenovo IdeaPad Y330 1 C2D-P8400 2,26 ГГц / 13.3'' WXGA / 3072Mb / 320Gb / Radeon 3450-v256Mb / DVD-RWx2 / WiFi / VHP (59015694);34700 руб.;предзаказ
Lenovo IdeaPad Y330 5 C2D-T5800 2,0 ГГц / 13.3'' WXGA / 3072Mb / 320Gb / Intel GMA X4500-v128Mb / DVD-RWx2 / WiFi / VHB (59017325);25470 руб.;есть
Lenovo IdeaPad Y330 3 Disney C2D-T6400 2,0 ГГц / 13.3'' WXGA / 2048Mb / 320Gb / Radeon 3450-v256Mb / DVD-RWx2 / WiFi / VHP (59018704);36420 руб.;предзаказ
Lenovo IdeaPad Y330 4 P-M-T4200 2,0 ГГц / 13.3'' WXGA / 2048Mb / 250Gb / Radeon 3450-v256Mb / DVD-RWx2 / WiFi / VHB ();32480 руб.;остатки
Lenovo IdeaPad Y330 6 Disney P-M-T4200 2,0 ГГц / 13.3'' WXGA / 2048Mb / 250Gb / Intel GMA X4500-v128Mb / DVD-RWx2 / WiFi / VHB (59018702);29000 руб.;предзаказ
Lenovo IdeaPad Y330 2 C2D-P7350 2,0 ГГц / 13.3'' WXGA / 2048Mb / 320Gb / Radeon 3450-v256Mb / DVD-RWx2 / WiFi / VHP (59015631);27220 руб.;есть
Lenovo 3000 G230 2 C2D-P7350 2,0 ГГц / 12.0'' WXGA / 2048Mb / 320Gb / Intel GMA X4500MHD-v128Mb / DVD-RWx2 / WiFi / VHP ();22520 руб.;остатки
Lenovo 3000 G230 4 P-M-T3400 2,16 ГГц / 12.0'' WXGA / 2048Mb / 160Gb / Intel GMA X4500MHD-v256Mb / DVD-RWx2 / WiFi / VHB (59017076);28910 руб.;предзаказ
Lenovo 3000 G230 5 Cel Duo-T1600 1,66 ГГц / 12.0'' WXGA / 1024Mb / 160Gb / Intel GMA X4500MHD-v128Mb / DVD-RWx2 / WiFi / VHB (59017079);22100 руб.;предзаказ
Lenovo 3000 G230 4A P-M-T4200 2,0 ГГц / 12.0'' WXGA / 2048Mb / 160Gb / Intel GMA X4500MHD-v128Mb / DVD-RWx2 / WiFi / VHB (59018698);23870 руб.;остатки
Lenovo 3000 G550 7K Cel-M585 2,16 ГГц / 15.6'' WXGA / 2048Mb / 160Gb / Intel GMA X4500MHD-v358Mb / DVD-RW / WiFi / VHB (59-023300);18140 руб.;предзаказ
Lenovo 3000 G550 5Wi-B P-M-T4200 2,0 ГГц / 15.6'' WXGA / 2048Mb / 250Gb / Intel GMA X4500MHD-v358Mb / DVD-RW / WiFi / VHB (59-022429);19520 руб.;есть
Lenovo 3000 G550 5 P-M-T4200 2,0 ГГц / 15.6'' WXGA / 2048Mb / 250Gb / Intel GMA X4500MHD-v358Mb / DVD-RW / WiFi / VHB (59023235);20240 руб.;есть
Lenovo 3000 G550 5A P-M-T4200 2,0 ГГц / 15.6'' WXGA / 3072Mb / 250Gb / Intel GMA X4500MHD-v358Mb / DVD-RW / WiFi / VHB (59-022239);20540 руб.;есть
Lenovo 3000 G550 5 P-M-T4200 2,0 ГГц / 15.6'' WXGA / 2048Mb / 160Gb / Intel GMA X4500MHD-v358Mb / DVD-RW / WiFi / VHB (59-022240);19490 руб.;есть
Lenovo 3000 G550 7Wi-B Cel Duo-900 2,2 ГГц / 15.6'' WXGA / 2048Mb / 160Gb / Intel GMA X4500MHD-v358Mb / DVD-RW / WiFi / VHB (59-022428);18200 руб.;есть
Lenovo 3000 G550 3Wi-B C2D-T6500 2,1 ГГц / 15.6'' WXGA / 3072Mb / 160Gb / GeForce™ G105M-v512Mb / DVD-RW / WiFi / VHB (59-023803);24790 руб.;есть
Lenovo 3000 G550 4 P-M-T4200 2,0 ГГц / 15.6'' WXGA / 3072Mb / 250Gb / Intel GMA X4500MHD-v358Mb / DVD-RW / WiFi / VHB (59021777);24030 руб.;есть
Lenovo ThinkPad X200 609D387 C2D-P8700 2,53 ГГц / 12.0'' WXGA / 3072Mb / 250Gb / Intel GMA X4500-v256Mb / noCDROM / WiFi / VHP;40800 руб.;есть
Lenovo ThinkPad X200 7455A54 C2D-P8600 2,4 ГГц / 12.0'' WXGA / 3072Mb / 250Gb / Intel GMA X4500-v256Mb / noCDROM / WiFi / VHP;40800 руб.;есть
Lenovo ThinkPad X200 NR23WRT C2D-P8400 2,26 ГГц / 12.0'' WXGA / 2048Mb / 160Gb / Intel GMA X4500-v256Mb / noCDROM / WiFi / VB;40480 руб.;есть
Lenovo ThinkPad X200 NR23VRT C2D-P8600 2,4 ГГц / 12.0'' WXGA / 2048Mb / 320Gb / Intel GMA X4500-v256Mb / noCDROM / WiFi / VB;48070 руб.;предзаказ
Lenovo ThinkPad X200 NS23URT C2D-SL9400 1,86 ГГц / 12.0'' WXGA+ / 2048Mb / 250Gb / Intel GMA X4500-v256Mb / noCDROM / WiFi / VB;47320 руб.;остатки
Lenovo ThinkPad X200s 7458W4J C2D-P8600 2,4 ГГц / 12.0'' WXGA / 2048Mb / 160Gb / Intel GMA X4500HD-v128Mb / noCDROM / WiFi / VB;52740 руб.;есть
Lenovo ThinkPad X200s 609D414 Cel ULV-723 1,2 ГГц / 12.0'' WXGA / 2048Mb / 250Gb / Intel GMA X4500HD-v128Mb / noCDROM / WiFi / VHB;25590 руб.;предзаказ
Lenovo ThinkPad X200s 7466A16 C2D-SL9300 1,6 ГГц / 12.0'' WXGA / 2048Mb / 250Gb / Intel GMA X4500HD-v128Mb / noCDROM / WiFi / VHP;45520 руб.;предзаказ
Lenovo ThinkPad X200s NS295RT Cel ULV-723 1,2 ГГц / 12.0'' WXGA / 1024Mb / 160Gb / Intel GMA X4500HD-v128Mb / noCDROM / WiFi / VHP;23790 руб.;есть
Lenovo ThinkPad X200s NS23URT C2D-SL9400 1,86 ГГц / 12.0'' WXGA+ / 2048Mb / 250Gb / Intel GMA X4500HD-v128Mb / noCDROM / WiFi / VB;54190 руб.;остатки
Lenovo ThinkPad X200s NS23TRT C2D-SL9400 1,86 ГГц / 12.0'' WXGA / 2048Mb / 250Gb / Intel GMA X4500HD-v128Mb / noCDROM / WiFi / VB;50970 руб.;предзаказ
